subj_idx,response,rt,phase
AL8,0,0.527583,0
AL8,0,1.424701,0
AL8,0,0.562528,0
AL8,0,1.8926610000000001,0
AL8,1,1.524447,0
AL8,0,0.5477770000000001,0
AL8,1,0.793823,0
AL8,1,0.492555,0
AL8,1,0.806015,0
AL8,0,0.67879,0
AL8,1,1.008352,0
AL8,1,0.49028700000000003,0
AL8,1,1.0814970000000002,0
AL8,0,0.8357559999999999,0
AL8,0,0.7518050000000001,0
AL8,1,0.723703,0
AL8,0,0.449795,0
AL8,0,0.8352330000000001,0
AL8,1,0.962256,0
AL8,0,1.2438410000000002,0
AL8,0,0.898347,0
AL8,0,3.057474,0
AL8,1,0.35264300000000004,0
AL8,0,1.1627930000000002,0
AL8,1,0.440493,0
AL8,1,1.1347580000000002,0
AL8,0,1.183657,0
AL8,0,2.613937,0
AL8,0,0.90988,0
AL8,0,1.978088,0
AL8,0,0.762978,0
AL8,0,2.7315970000000003,0
AL8,1,1.713989,0
AL8,0,1.802875,0
AL8,0,2.3684610000000004,0
AL8,0,0.473997,0
AL8,1,3.2140630000000003,0
AL8,1,0.501658,0
AL8,1,1.159346,0
AL8,0,1.6566770000000002,0
AL8,1,1.165858,0
AL8,1,1.370818,0
AL8,0,1.4576710000000002,0
AL8,0,1.33613,0
AL8,1,0.517597,0
AL8,0,0.394793,0
AL8,1,1.9340830000000002,0
AL8,0,0.402465,0
AL8,1,1.4680620000000002,0
AL8,0,2.06755,0
AL8,0,0.968827,0
AL8,1,1.110684,0
AL8,1,0.532174,0
AL8,1,0.494142,0
AL8,0,0.587332,0
AL8,0,0.466318,0
AL8,1,0.880418,0
AL8,0,1.077763,0
AL8,1,0.790125,0
AL8,1,0.500159,0
AL8,0,1.621262,0
AL8,1,1.419084,0
AL8,0,1.227029,0
AL8,0,0.809671,0
AL8,1,1.21568,0
AL8,1,0.697428,0
AL8,1,0.438827,0
AL8,0,2.1813540000000002,0
AL8,0,0.362456,0
AL8,0,1.015624,0
AL8,1,2.338509,0
AL8,0,0.746655,0
AL8,1,0.449019,0
AL8,0,0.658122,0
AL8,1,0.460008,0
AL8,1,0.386741,0
AL8,0,0.505151,0
AL8,0,0.383574,0
AL8,0,0.7583030000000001,0
AL8,1,0.924573,0
AL8,0,1.320353,0
AL8,1,1.5184520000000001,0
AL8,0,2.226629,0
AL8,0,1.1291970000000002,0
AL8,1,1.778308,0
AL8,1,1.1890330000000002,0
AL8,1,1.6551190000000002,0
AL8,0,0.36976300000000006,0
AL8,0,1.7844790000000001,0
AL8,0,0.798519,0
AL8,0,0.605782,0
AL8,1,2.27638,0
AL8,0,1.424116,0
AL8,1,1.1433330000000002,0
AL8,1,0.35955400000000004,0
AL8,1,1.350286,0
AL8,0,1.553299,0
AL8,0,1.816515,0
AL8,0,2.782317,0
AL8,0,0.636599,0
AL8,1,0.644946,0
AL8,1,0.588604,0
AL8,0,1.52245,0
AL8,1,1.071972,0
AL8,0,0.6602680000000001,0
AL8,1,1.077019,0
AL8,0,0.9468010000000001,0
AL8,1,0.617008,0
AL8,0,1.803251,0
AL8,1,0.6379110000000001,0
AL8,1,0.572827,0
AL8,1,0.9401320000000001,0
AL8,1,0.559829,0
AL8,0,0.514713,0
AL8,1,0.35828000000000004,0
AL8,1,0.45745100000000005,0
AL8,0,1.102662,0
AL8,0,1.5494750000000002,0
AL8,1,1.477189,0
AL8,1,1.741828,0
AL8,0,1.561989,0
AL8,0,1.481921,0
AL8,0,1.395113,0
AL8,0,1.901545,0
AL8,0,1.474291,0
AL8,1,0.569755,0
AL8,0,1.216226,0
AL8,1,0.7479750000000001,0
AL8,1,0.43387200000000004,0
AL8,1,0.562886,0
AL8,0,0.69201,0
AL8,0,1.003553,0
AL8,0,0.434875,0
AL8,1,1.628046,0
AL8,1,1.2398900000000002,0
AL8,0,0.6240800000000001,0
AL8,1,2.181255,0
AL8,1,1.4719080000000002,0
AL8,1,0.8468880000000001,0
AL8,0,2.288334,0
AL8,1,1.5972300000000001,0
AL8,0,1.090433,0
AL8,1,0.944794,0
AL8,1,1.911674,0
AL8,1,1.008763,0
AL8,1,0.5876480000000001,0
AL8,1,1.1244470000000002,0
AL8,0,1.702176,0
AL8,0,1.1170520000000002,0
AL8,0,0.69749,0
AL8,0,0.497072,0
AL8,1,1.317727,0
AL8,0,0.506881,0
AL8,1,0.6924020000000001,0
AL8,1,0.45032700000000003,0
AL8,0,0.758255,0
AL8,0,0.893464,0
AL8,1,0.938581,0
AL8,1,1.258827,0
AL8,0,0.560242,0
AL8,1,1.8433810000000002,0
AL8,1,0.5632140000000001,0
AL8,1,0.8747630000000001,0
AL8,0,1.1714390000000001,0
AL8,1,1.657416,0
AL8,1,0.47499,0
AL8,1,0.586435,0
AL8,0,0.359756,0
AL8,0,1.617969,0
AL8,1,0.744737,0
AL8,0,1.096655,0
AL8,0,1.383466,0
AL8,0,0.762528,0
AL8,0,1.12643,0
AL8,0,1.509142,0
AL8,0,0.43243600000000004,0
AL8,1,1.6221320000000001,0
AL8,1,0.89079,0
AL8,1,0.38058400000000003,0
AL8,1,0.646146,0
AL8,1,1.037135,0
AL8,1,0.5165660000000001,0
AL8,1,2.82906,0
AL8,0,1.870599,0
AL8,0,0.35441200000000006,0
AL8,1,0.9791940000000001,0
AL8,0,0.569112,0
AL8,1,0.722574,0
AL8,1,0.5442319999999999,0
AL8,0,0.41103300000000004,0
AL8,0,1.762589,0
AL8,0,0.706195,0
AL8,1,1.090137,0
AL8,1,0.516139,0
AL8,0,0.731669,0
AL8,1,0.74402,0
AL8,1,1.781856,0
AL8,0,0.854313,0
AL8,0,0.446749,0
AL8,1,0.7081990000000001,0
AL8,0,1.358214,0
AL8,0,0.37061900000000003,0
AL8,1,3.27785,0
AL8,1,1.1912880000000001,0
AL8,1,0.535143,0
AL8,0,0.5597580000000001,0
AL8,1,0.40801,0
AL8,1,0.582245,0
AL8,0,0.379014,0
AL8,1,0.82551,0
AL8,0,1.639702,0
AL8,0,0.745929,0
AL8,1,1.258743,0
AL8,0,2.005144,0
AL8,1,1.064108,0
AL8,0,0.460332,0
AL8,1,0.862111,0
AL8,1,0.441202,0
AL8,0,0.37365800000000005,0
AL8,0,0.600112,0
AL8,1,1.28617,0
AL8,0,0.381289,0
AL8,1,0.8535280000000001,0
AL8,0,1.299686,0
AL8,0,0.36549400000000004,0
AL8,0,1.017844,0
AL8,1,0.495885,0
AL8,0,0.683513,0
AL8,1,0.602067,0
AL8,0,0.6971620000000001,0
AL8,0,0.367939,0
AL8,0,0.4717,0
AL8,0,1.512056,0
AL8,0,1.115432,0
AL8,1,0.566572,0
AL8,0,1.557209,0
AL8,1,2.062161,0
AL8,1,1.02404,0
AL8,0,1.4228990000000001,0
AL8,1,0.383017,0
AL8,1,0.430441,0
AL8,0,1.266349,0
AL8,1,1.08575,0
AL8,1,1.054215,0
AL8,1,1.701499,0
AL8,0,0.800489,0
AL8,1,0.643009,0
AL8,1,1.09891,0
AL8,1,1.674074,0
AL8,1,1.5327790000000001,0
AL8,1,3.2446390000000003,0
AL8,0,1.420127,0
AL8,0,0.495653,0
AL8,0,2.1302290000000004,0
AL8,1,1.676229,0
AL8,0,0.729163,0
AL8,1,0.427476,0
AL8,1,0.609608,0
AL8,0,0.7847330000000001,0
AL8,1,1.5867,0
AL8,0,1.7584460000000002,0
AL8,0,1.15518,0
AL8,0,0.917338,0
AL8,1,0.462392,0
AL8,1,0.448684,0
AL8,0,1.2750830000000002,0
AL8,0,0.9847660000000001,0
AL8,0,0.500193,0
AL8,1,1.6385910000000001,0
AL8,1,1.518157,0
AL8,0,1.234637,0
AL8,1,0.9183640000000001,0
AL8,1,0.50745,0
AL8,1,2.4360190000000004,0
AL8,0,0.7415470000000001,0
AL8,1,0.899891,0
AL8,1,1.224838,0
AL8,1,0.673212,0
AL8,0,1.37962,0
AL8,1,1.076845,0
AL8,1,1.445201,0
AL8,1,2.2367559999999997,0
AL8,0,0.44851800000000003,0
AL8,0,0.8221430000000001,0
AL8,0,0.694894,0
AL8,1,1.8896030000000001,0
AL8,0,0.768352,0
AL8,1,0.747873,0
AL8,0,0.485197,0
AL8,1,0.95047,0
AL8,0,0.915644,0
AL8,0,2.5075830000000003,0
AL8,1,0.394207,0
AL8,0,1.2439259999999999,0
AL8,0,1.160411,0
AL8,0,0.963025,0
AL8,1,0.38898900000000003,0
AL8,0,0.6275890000000001,0
AL8,0,1.407676,0
AL8,0,0.449592,0
AL8,1,1.12257,0
AL8,0,1.5517250000000002,0
AL8,0,2.253347,0
AL8,0,1.4805080000000002,0
AL8,1,0.77015,0
AL8,0,0.594809,0
AL8,1,1.050392,0
AL8,0,0.8872470000000001,0
AL8,0,1.157059,0
AL8,1,1.269624,0
AL8,1,0.8762000000000001,0
AL8,1,1.202049,0
AL8,1,0.899634,0
AL8,1,0.9692660000000001,0
AL8,1,1.410693,0
AL8,1,0.780266,0
AL8,1,1.3467360000000002,0
AL8,1,3.464545,0
AL8,0,0.938971,0
AL8,0,1.6317860000000002,0
AL8,0,1.30653,0
AL8,0,0.760486,0
AL8,1,0.465931,0
AL8,1,1.09968,0
AL8,1,1.7850840000000001,0
AL8,1,1.5686520000000002,0
AL8,1,2.198466,0
AL8,0,2.044978,0
AL8,0,0.6619790000000001,0
AL8,1,0.371729,0
AL8,0,1.903439,0
AL8,0,1.214155,0
AL8,1,0.918502,0
AL8,0,1.163078,0
AL8,0,1.5725430000000002,0
AL8,0,0.6609490000000001,0
AL8,0,1.267789,0
AL8,0,0.609665,0
AL8,1,1.098173,0
AL8,0,0.440716,0
AL8,0,0.988187,0
AL8,1,1.295558,0
AL8,0,1.422444,0
AL8,0,0.9527140000000001,0
AL8,0,1.430912,0
AL8,0,0.8370080000000001,0
AL8,0,1.792458,0
AL8,0,1.0270899999999998,0
AL8,1,0.9669350000000001,0
AL8,0,0.47487900000000005,0
AL8,1,0.39425400000000005,0
AL8,1,1.271118,0
AL8,0,2.029673,0
AL8,1,0.8464010000000001,0
AL8,0,3.346661,0
AL8,0,1.063979,0
AL8,0,2.755986,0
AL8,0,0.643745,0
AL8,0,0.7114410000000001,0
AL8,0,0.6373000000000001,0
AL8,0,0.494099,0
AL8,1,0.955527,0
AL8,0,2.197949,0
AL8,0,0.961789,0
AL8,0,0.9405690000000001,0
AL8,1,0.7251580000000001,0
AL8,0,2.5492559999999997,0
AL8,0,1.427294,0
AL8,0,1.293088,0
AL8,0,0.643698,0
AL8,0,1.143683,0
AL8,1,1.1067909999999999,0
AL8,0,2.699542,0
AL8,0,0.899852,0
AL8,0,2.0857530000000004,0
AL8,0,1.35166,0
AL8,0,0.7888010000000001,0
AL8,1,1.142657,0
AL8,1,1.34104,0
AL8,0,1.1648399999999999,0
AL8,0,1.687829,0
AL8,0,1.2876870000000002,0
AL8,0,0.9705690000000001,0
AL8,0,0.480815,0
AL8,0,1.2715630000000002,0
AL8,1,1.856508,0
AL8,1,1.5270230000000002,0
AL8,1,0.691949,0
AL8,1,0.5536080000000001,0
AL8,0,1.7398400000000003,0
AL8,0,0.782981,0
AL8,0,0.362951,0
AL8,0,1.7241480000000002,0
AL8,0,1.128223,0
AL8,1,1.023465,0
AL8,1,0.564158,0
AL8,0,1.239181,0
AL8,1,1.1103969999999999,0
AL8,1,0.86754,0
AL8,1,1.85927,0
AL8,0,1.670676,0
AL8,1,0.789192,0
AL8,0,0.49473,0
AL8,1,1.058012,0
AL8,1,1.2487329999999999,0
AL8,0,1.156581,0
AL8,1,0.493113,0
AL8,1,1.3263530000000001,0
AL8,1,1.131941,0
AL8,1,1.095414,0
AL8,1,2.805507,0
AL8,1,1.9871570000000003,0
AL8,1,1.063626,0
AL8,0,0.719131,0
AL8,0,0.404431,0
AL8,1,0.646535,0
AL8,1,0.9324990000000001,0
AL8,0,1.031566,0
AL8,0,1.244142,0
AL8,0,1.3401910000000001,0
AL8,1,0.925444,0
AL8,1,0.5135320000000001,0
AL8,1,1.247058,0
AL8,0,0.7127530000000001,0
AL8,0,0.8865080000000001,0
AL8,1,0.44055300000000003,0
AL8,1,0.598531,0
AL8,1,0.40383300000000005,0
AL8,1,0.519135,0
AL8,1,0.5895929999999999,0
AL8,1,0.395156,0
AL8,0,0.577204,0
AL8,1,1.2648460000000001,0
AL8,1,0.471442,0
AL8,0,1.0660250000000002,0
AL8,0,0.7654120000000001,0
AL8,1,1.2588700000000002,0
AL8,0,0.601891,0
AL8,0,0.9456850000000001,0
AL8,0,0.542945,0
AL8,1,0.451094,0
AL8,1,0.619565,0
AL8,0,1.745587,0
AL8,0,0.649885,0
AL8,0,0.933684,0
AL8,0,0.9400580000000001,0
AL8,0,1.660185,0
AL8,1,0.975573,0
AL8,1,0.6659250000000001,0
AL8,0,2.118436,0
AL8,0,0.5608820000000001,0
AL8,0,1.1206900000000002,0
AL8,0,1.998064,0
AL8,1,1.273835,0
AL8,0,0.542414,0
AL8,0,0.811022,0
AL8,1,1.304437,0
AL8,1,0.990275,0
AL8,0,0.835491,0
AL8,1,0.6093290000000001,0
AL8,1,0.5690230000000001,0
AL8,1,0.6664640000000001,0
AL8,1,0.582427,0
AL8,1,1.028035,0
AL8,1,0.943907,0
AL8,0,0.431895,0
AL8,1,1.1240340000000002,0
AL8,0,1.4083640000000002,0
AL8,1,0.9252950000000001,0
AL8,1,0.782111,0
AL8,1,1.1352090000000001,0
AL8,0,0.929688,0
AL8,0,0.8508410000000001,0
AL8,1,1.3595899999999999,0
AL8,1,1.526703,0
AL8,0,0.927423,0
AL8,1,1.162948,0
AL8,0,1.485916,0
AL8,1,1.46533,0
AL8,1,1.01214,0
AL8,0,1.885289,0
AL8,1,0.87634,0
AL8,1,1.566002,0
AL8,0,0.9649260000000001,0
AL8,0,0.37017900000000004,0
AL8,1,1.8983500000000002,0
AL8,0,0.664318,0
AL8,0,3.477358,0
AL8,0,2.465157,0
AL8,0,0.673907,0
AL8,1,1.353233,0
AL8,1,1.6437300000000001,0
AL8,1,0.974227,0
AL8,1,2.889374,0
AL8,1,0.840039,0
AL8,0,2.390282,0
AL8,1,0.70697,0
AL8,1,0.719876,0
AL8,0,0.6764640000000001,0
AL8,1,1.47147,0
AL8,1,1.982222,0
AL8,1,1.1125550000000002,0
AL8,0,0.380839,0
AL8,1,0.370849,0
AL8,0,1.498799,0
AL8,0,0.92523,0
AL8,0,0.657379,0
AL8,0,0.46907800000000005,0
AL8,1,0.92834,0
AL8,1,0.8164990000000001,0
AL8,1,0.531995,0
AL8,0,0.5815020000000001,0
AL8,0,1.3933550000000001,0
AL8,0,1.631698,0
AL8,1,2.30954,0
AL8,0,1.30071,0
AL8,1,1.1886690000000002,0
AL8,1,1.438017,0
AL8,1,0.703015,0
AL8,0,1.80402,0
AL8,1,1.673962,0
AL8,1,1.0282950000000002,0
AL8,0,1.4925080000000002,0
AL8,1,0.65612,0
AL8,1,1.8976570000000001,0
AL8,1,0.8162290000000001,0
AL8,0,1.063433,0
AL8,1,0.7686240000000001,0
AL8,1,0.651707,0
AL8,0,1.586929,0
AL8,1,0.722379,0
AL8,0,1.2818420000000001,0
AL8,0,0.5584060000000001,0
AL8,0,1.3167460000000002,0
AL8,0,0.7839010000000001,0
AL8,1,1.40625,0
AL8,1,1.2773040000000002,0
AL8,1,0.45604200000000006,0
AL8,1,1.101864,0
AL8,1,1.2482270000000002,0
AL8,0,0.7887330000000001,0
AL8,1,1.2584739999999999,0
AL8,0,1.274205,0
AL8,1,2.0844030000000004,0
AL8,1,1.580443,0
AL8,1,0.591062,0
AL8,0,1.1476590000000002,0
AL8,1,0.7371530000000001,0
AL8,1,0.492256,0
AL8,0,1.305913,0
AL8,0,0.392317,0
AL8,0,1.068579,0
AL8,0,1.526356,0
AL8,0,1.5476720000000002,0
AL8,1,0.601092,0
AL8,1,1.962291,0
AL8,0,1.65169,0
AL8,1,1.673722,0
AL8,1,0.871559,0
AL8,1,1.1488330000000002,0
AL8,1,2.895721,0
AL8,1,2.467734,0
AL8,0,0.6841990000000001,0
AL8,1,1.021472,0
AL8,1,1.2163050000000002,0
AL8,1,0.7184300000000001,0
AL8,1,0.485449,0
AL8,1,1.0646930000000001,0
AL8,1,0.42767400000000005,0
AL8,0,0.515163,0
AL8,1,0.705986,0
AL8,1,0.70241,0
AL8,1,2.1851979999999998,0
AL8,0,0.6203820000000001,0
AL8,1,0.42903199999999997,0
AL8,0,1.9823790000000001,0
AL8,0,0.49564800000000003,0
AL8,0,1.264588,0
AL8,1,0.937401,0
AL8,0,1.243282,0
AL8,0,0.350629,0
