subj_idx,response,rt
AL13,1,0.560042
AL13,0,0.9632970000000001
AL13,0,0.396168
AL13,1,0.612073
AL13,1,1.5162870000000002
AL13,0,0.711493
AL13,1,1.1576959999999998
AL13,0,1.5975620000000001
AL13,0,1.021823
AL13,0,2.010619
AL13,0,1.8616130000000002
AL13,0,0.382543
AL13,0,0.676601
AL13,0,1.3425630000000002
AL13,1,1.4439520000000001
AL13,1,0.500801
AL13,0,1.114343
AL13,1,1.008526
AL13,0,0.6094890000000001
AL13,0,1.03999
AL13,0,1.106118
AL13,1,1.074607
AL13,1,1.623536
AL13,1,1.728892
AL13,0,0.765254
AL13,1,1.545434
AL13,0,2.133074
AL13,1,1.0352480000000002
AL13,1,1.3934750000000002
AL13,0,1.710859
AL13,0,1.206741
AL13,1,2.3426080000000002
AL13,0,1.339368
AL13,1,1.6327450000000001
AL13,0,0.8742380000000001
AL13,0,1.353371
AL13,0,1.2582149999999999
AL13,0,1.150625
AL13,1,0.8117470000000001
AL13,1,1.309649
AL13,0,1.2579850000000001
AL13,1,1.176851
AL13,0,1.2140090000000001
AL13,0,1.203807
AL13,0,1.7901980000000002
AL13,0,1.610136
AL13,0,0.831816
AL13,0,0.609063
AL13,1,0.623981
AL13,0,0.993154
AL13,0,1.624155
AL13,0,2.175062
AL13,0,1.715403
AL13,1,0.874557
AL13,0,0.641708
AL13,0,1.085915
AL13,1,0.917027
AL13,0,0.965
AL13,0,0.8574170000000001
AL13,0,1.286952
AL13,1,0.9422380000000001
AL13,1,3.198645
AL13,0,1.4143270000000001
AL13,1,0.39273900000000006
AL13,0,1.647485
AL13,0,1.083083
AL13,0,0.832467
AL13,1,1.16273
AL13,0,1.41372
AL13,1,0.5660810000000001
AL13,0,0.96069
AL13,0,0.806419
AL13,1,0.63285
AL13,1,1.305807
AL13,1,1.047623
AL13,0,1.7597730000000003
AL13,1,2.423216
AL13,1,1.904676
AL13,0,1.167762
AL13,1,0.671471
AL13,0,2.470373
AL13,1,1.1112819999999999
AL13,0,2.0451970000000004
AL13,1,0.615086
AL13,1,1.008277
AL13,0,1.4849470000000002
AL13,0,1.358074
AL13,1,0.9304030000000001
AL13,0,1.5835270000000001
AL13,1,1.4993560000000001
AL13,1,1.0337070000000002
AL13,1,1.426954
AL13,0,1.1205509999999999
AL13,1,1.24275
AL13,1,2.211279
AL13,0,1.285213
AL13,0,0.9895020000000001
AL13,1,0.781029
AL13,0,0.936084
AL13,0,1.3741580000000002
AL13,1,1.18616
AL13,0,1.380727
AL13,0,1.0452540000000001
AL13,0,0.842476
AL13,0,0.862318
AL13,1,0.783826
AL13,1,1.2230340000000002
AL13,1,1.4169770000000002
AL13,0,1.1309580000000001
AL13,1,1.360509
AL13,0,1.3566680000000002
AL13,0,0.6496090000000001
AL13,0,1.897974
AL13,1,0.6418510000000001
AL13,0,1.6423020000000002
AL13,0,0.723761
AL13,0,1.621895
AL13,1,0.770162
AL13,0,1.401084
AL13,0,1.092124
AL13,0,1.053369
AL13,1,0.7177920000000001
AL13,0,1.366281
AL13,0,1.2341100000000003
AL13,0,0.9559740000000001
AL13,1,1.516107
AL13,0,1.7166050000000002
AL13,0,1.305231
AL13,0,1.0961859999999999
AL13,1,0.6156739999999999
AL13,0,1.325345
AL13,0,0.611598
AL13,0,1.427213
AL13,1,1.036781
AL13,0,2.0171110000000003
AL13,0,1.2916990000000002
AL13,1,1.4829100000000002
AL13,0,2.042975
AL13,1,0.956782
AL13,0,1.498402
AL13,0,1.6823730000000001
AL13,0,1.0471210000000002
AL13,1,1.2683
AL13,0,1.29268
AL13,0,1.4761000000000002
AL13,0,0.916063
AL13,1,0.6226430000000001
AL13,0,1.9034710000000001
AL13,0,1.342489
AL13,1,1.112249
AL13,0,1.7225810000000001
AL13,1,1.3370419999999998
AL13,1,2.299342
AL13,0,2.533734
AL13,0,1.2674750000000001
AL13,0,1.429564
AL13,0,0.567442
AL13,0,0.9873390000000001
AL13,1,1.279225
AL13,0,1.8536240000000002
AL13,0,1.5792080000000002
AL13,1,1.0724080000000002
AL13,0,2.120006
AL13,0,0.863942
AL13,1,1.839272
AL13,0,1.9754960000000001
AL13,0,1.434695
AL13,0,1.148131
AL13,1,0.9034780000000001
AL13,0,1.268954
AL13,0,0.6448400000000001
AL13,0,0.934007
AL13,1,1.499465
AL13,1,1.2680879999999999
AL13,0,2.131535
AL13,0,2.1406840000000003
AL13,0,0.807363
AL13,0,0.442395
AL13,0,1.5560420000000001
AL13,0,1.7202450000000002
AL13,0,0.870071
AL13,0,1.4453890000000003
AL13,0,0.590818
AL13,0,1.342587
AL13,1,0.44273900000000005
AL13,0,1.4593220000000002
AL13,0,1.095575
AL13,0,0.6473820000000001
AL13,1,1.472487
AL13,1,1.735635
AL13,1,0.9411520000000001
AL13,0,2.024261
AL13,1,0.961257
AL13,0,1.610916
AL13,0,2.225851
AL13,1,1.784238
AL13,1,1.020458
AL13,0,1.222375
AL13,1,0.968296
AL13,0,2.1320970000000004
AL13,0,2.058377
AL13,1,1.147825
AL13,0,1.495837
AL13,0,1.5345630000000001
AL13,0,1.390479
AL13,1,1.001418
AL13,0,0.764136
AL13,0,0.716238
AL13,1,1.314369
AL13,0,2.0276680000000002
AL13,0,1.8978840000000001
AL13,0,1.506042
AL13,0,2.52077
AL13,1,0.44657800000000003
AL13,1,1.936303
AL13,0,1.482955
AL13,1,2.187435
AL13,0,1.4591200000000002
AL13,0,1.6165330000000002
AL13,0,1.40232
AL13,0,0.7574
AL13,1,1.0251970000000001
AL13,0,1.810612
AL13,0,1.595116
AL13,0,0.862186
AL13,1,0.839198
AL13,0,1.8005650000000002
AL13,0,0.755239
AL13,1,1.580009
AL13,0,1.9489360000000002
AL13,0,1.796207
AL13,1,1.055892
AL13,0,1.1981220000000001
AL13,0,1.765335
AL13,0,1.369292
AL13,1,0.725563
AL13,0,1.6099130000000001
AL13,0,1.68873
AL13,0,1.118691
AL13,1,0.877005
AL13,0,2.2959110000000003
AL13,1,0.631657
AL13,0,2.030063
AL13,1,0.928251
AL13,0,2.8789130000000003
AL13,0,1.399069
AL13,0,2.4868040000000002
AL13,1,1.390746
AL13,0,2.026351
AL13,0,0.908775
AL13,0,0.871514
AL13,1,0.551616
AL13,0,3.076535
AL13,0,1.009044
AL13,0,0.649381
AL13,1,0.586389
AL13,1,2.3094270000000003
AL13,1,2.76667
AL13,0,1.723699
AL13,0,1.9765840000000001
AL13,0,2.684543
AL13,0,1.3649680000000002
AL13,0,0.961294
AL13,0,1.841402
AL13,0,1.539045
AL13,1,0.879582
AL13,1,1.441287
AL13,0,1.7511480000000001
AL13,0,1.143953
AL13,0,1.303799
AL13,1,1.8776220000000001
AL13,1,1.109434
AL13,1,1.4179059999999999
AL13,0,1.6914390000000001
AL13,1,1.03441
AL13,1,2.3206860000000002
AL13,0,2.278684
AL13,0,2.2007640000000004
AL13,1,2.3394299999999997
AL13,0,2.278471
AL13,0,1.359277
AL13,1,1.427665
AL13,0,1.725958
AL13,0,1.2413230000000002
AL13,0,1.210119
AL13,0,1.0848250000000002
AL13,1,1.084249
AL13,0,1.407053
AL13,1,0.729585
AL13,1,1.858284
AL13,0,1.948314
AL13,0,1.44985
AL13,1,0.642929
AL13,1,1.667221
AL13,0,1.831184
AL13,0,1.953122
AL13,1,0.72653
AL13,0,1.4221290000000002
AL13,0,0.596496
AL13,1,1.1275950000000001
AL13,0,1.648493
AL13,0,0.793714
AL13,0,0.861029
AL13,1,1.421728
AL13,0,0.978149
AL13,0,1.262324
AL13,1,0.952323
AL13,0,1.53444
AL13,0,0.852165
AL13,0,1.220957
AL13,0,0.8111950000000001
AL13,1,1.3705180000000001
AL13,1,1.577521
AL13,0,1.732866
AL13,1,0.890912
AL13,0,1.146411
AL13,0,1.914795
AL13,0,1.516762
AL13,1,0.874662
AL13,1,1.8432920000000002
AL13,0,1.96351
AL13,0,2.888478
AL13,0,0.440745
AL13,0,1.1095830000000002
AL13,0,1.686212
AL13,1,1.261722
AL13,0,1.7180430000000002
AL13,0,0.6439389999999999
AL13,0,1.345236
AL13,0,1.002138
AL13,1,1.569282
AL13,0,1.6665050000000001
AL13,0,1.421281
AL13,0,0.890755
AL13,1,0.648694
AL13,0,1.4421110000000001
AL13,0,2.051698
AL13,1,2.508518
AL13,1,1.913593
AL13,0,2.2879940000000003
AL13,0,2.790906
AL13,1,3.1627490000000003
AL13,1,2.88789
AL13,0,2.6217580000000003
AL13,1,2.4002290000000004
AL13,0,2.859817
AL13,0,0.989463
AL13,0,1.3607460000000002
AL13,1,1.842406
AL13,0,2.6800680000000003
AL13,0,0.464723
AL13,0,1.2892000000000001
AL13,0,0.46450400000000003
AL13,0,0.9190900000000001
AL13,0,1.2376490000000002
AL13,0,1.0826520000000002
AL13,0,0.839405
AL13,1,1.472439
AL13,0,1.223223
AL13,0,1.2895910000000002
AL13,0,0.872946
AL13,0,0.9363430000000001
AL13,0,1.157718
AL13,0,2.0139110000000002
AL13,0,2.060925
AL13,1,0.5341560000000001
AL13,1,1.5230000000000001
AL13,0,1.3566110000000002
AL13,0,2.641525
AL13,0,0.635167
AL13,0,1.364479
AL13,1,2.352904
AL13,0,1.740914
AL13,0,1.2503220000000002
AL13,1,0.881359
AL13,0,2.948897
AL13,1,1.410495
AL13,0,1.672071
AL13,1,1.391705
AL13,0,1.572618
AL13,0,2.169064
AL13,0,0.936976
AL13,1,1.008241
AL13,0,1.38223
AL13,0,1.3541800000000002
AL13,1,0.615322
AL13,1,1.838474
AL13,1,1.7716720000000001
AL13,0,1.567971
AL13,1,1.2073310000000002
AL13,1,1.749276
AL13,0,2.410387
AL13,1,1.0539800000000001
AL13,0,2.4876280000000004
AL13,0,1.26387
AL13,0,1.200857
AL13,1,0.643299
AL13,0,2.083685
AL13,0,0.996025
AL13,0,1.943246
AL13,1,1.412252
AL13,0,1.8556700000000002
AL13,0,1.088473
AL13,0,0.7327680000000001
AL13,1,0.42717400000000005
AL13,0,1.4308120000000002
AL13,0,0.992472
AL13,1,2.672397
AL13,1,1.0398779999999999
AL13,1,2.187237
AL13,1,1.891778
AL13,0,2.09637
AL13,1,1.4640950000000001
AL13,0,1.270998
AL13,1,0.543545
AL13,0,1.771645
AL13,0,1.4484190000000001
AL13,0,1.7535710000000002
AL13,0,1.2020060000000001
AL13,0,1.2683689999999999
AL13,1,0.7800450000000001
AL13,0,1.4008330000000002
AL13,1,0.846349
AL13,0,1.67467
AL13,0,0.506481
AL13,0,1.022448
AL13,1,0.9764550000000001
AL13,1,2.3272600000000003
AL13,0,2.176492
AL13,1,1.6464130000000001
AL13,1,1.772693
AL13,0,1.6246859999999999
AL13,1,2.410397
AL13,0,1.9400130000000002
AL13,1,1.554185
AL13,0,1.561792
AL13,1,2.022996
AL13,0,2.48398
AL13,0,1.563963
AL13,0,2.1283339999999997
AL13,0,0.782719
AL13,1,1.374789
AL13,1,1.418704
AL13,0,2.510869
AL13,1,0.390171
AL13,1,2.505303
AL13,0,1.63942
AL13,1,0.8725130000000001
AL13,0,0.872222
AL13,0,1.9914570000000003
AL13,0,1.243671
AL13,0,1.4192310000000001
AL13,1,1.502531
AL13,1,1.0094940000000001
AL13,1,1.264167
AL13,0,2.088785
AL13,0,1.552459
AL13,0,0.349372
AL13,1,0.712386
AL13,0,0.939639
AL13,0,1.225144
AL13,0,0.864866
AL13,0,0.828964
AL13,1,0.487159
AL13,0,1.334301
AL13,0,0.795644
AL13,0,0.9269170000000001
AL13,1,1.456858
AL13,1,2.095043
AL13,0,2.38556
AL13,1,0.805395
AL13,0,2.482531
AL13,0,2.570631
AL13,0,1.944212
AL13,0,0.661424
AL13,1,0.645049
AL13,0,1.565541
AL13,1,1.1248220000000002
AL13,0,2.216054
AL13,0,1.406539
